X,Y,scalerank,featurecla,name,website,natlscale
40.90159011,-2.268055556,7,Port,Lamu,www.kpa.co.ke,10.000
126.5881037,35.95972222,7,Port,Gunsan,gunsan.mltm.go.kr/eng,10.000
129.4028269,36.01972222,7,Port,Pohang,,10.000
129.1882803,37.43361111,7,Port,Samcheok,donghae.momaf.go.kr,10.000
128.5923439,38.20694444,7,Port,Sokcho,donghae.momaf.go.kr,10.000
129.3856302,35.48777778,7,Port,Ulsan,ulsan.mltm.go.kr,10.000
35.81914016,34.45527778,7,Port,Tripoli,www.tripoliport.com,10.000
-10.05265018,5.858055556,7,Port,Buchanan,www.nationalportauthorityliberia.org,10.000
13.19358068,32.9075,7,Port,Tripoli,www.lpclibya.com,10.000
-9.634923439,30.42388889,7,Port,Agadir,www.marsamaroc.co.ma,10.000
-3.919846879,35.24777778,7,Port,Al Hoceima,http://www.marsamaroc.co.ma,10.000
-15.93386337,23.68222222,7,Port,Dakhla,www.marsamaroc.co.ma,10.000
50.2762073,-14.9,7,Port,Antalaha,,10.000
48.01878681,-22.1425,7,Port,Manakara,,10.000
48.3262073,-21.24916667,7,Port,Mananjary,,10.000
44.27196702,-20.28861111,7,Port,Morondava,,10.000
49.42196702,-18.15722222,7,Port,Toamasina,,10.000
-111.3368669,26.01472222,7,Port,Loreto,,10.000
-90.59040047,19.8125,7,Port,Campeche,www.fis.com/campeche,10.000
-86.95742049,20.495,7,Port,Cozumel,www.apiqroo.com.mx,10.000
-110.310424,24.16944444,7,Port,La Paz,www.bajaport.com,10.000
-87.06772674,20.62444444,7,Port,Playa del Carmen,www.apiqroo.com.mx,10.000
-113.5423439,31.30611111,7,Port,Puerto Penasco,,10.000
-105.2409305,20.65916667,7,Port,Puerto Vallarta,www.apivta.com,10.000
-94.41896349,18.12972222,7,Port,Coatzacoalcos,www.apicoatza.com,10.000
94.72338045,16.77972222,7,Port,Bassein,www.mot.gov.mm/mpa/index.html,10.000
40.6671967,-14.54138889,7,Port,Nacala,www.cfmnet.co.mz,10.000
40.48492344,-12.96666667,7,Port,Pemba,www.cfmnet.co.mz,10.000
36.87709069,-17.88166667,7,Port,Quelimane,www.cfmnet.co.mz,10.000
57.48987044,-20.14805556,7,Port,Port Louis,www.mauport.com,10.000
102.1233804,2.248888889,7,Port,Malacca,www.portsworld.com/Ports/mallacaport.htm,10.000
101.7886337,2.536111111,7,Port,Port Dickson,www.portsworld.com/Ports/portdickson.htm,10.000
14.50053004,-22.94055556,7,Port,Walvis Bay,www.namport.com,10.000
8.316843345,4.986388889,7,Port,Calabar,www.nigerianports.org,10.000
6.586866902,53.21833333,7,Port,Groningen,,10.000
23.23704358,69.96777778,7,Port,Alta,www.altahavn.no,10.000
16.1237338,69.32416667,7,Port,Andenes,,10.000
12.20194346,65.4725,7,Port,Bronnoysund,www.bronnoyhavn.com,10.000
6.789870436,58.08861111,7,Port,Farsund,,10.000
5.002826855,61.59777778,7,Port,Floro,,10.000
7.986336867,58.14194444,7,Port,Kristiansand,www.kristiansandhavn.no,10.000
11.49004711,64.46416667,7,Port,Namsos,www.namsos.kommune.no,10.000
11.22691402,64.86055556,7,Port,Rorvik,,10.000
12.61878681,66.02166667,7,Port,Sandnessjoen,,10.000
14.90989399,68.56833333,7,Port,Stokmarknes,www.hadselhavnevesen.no,10.000
5.501413428,59.78,7,Port,Stord,,10.000
174.004417,-41.28555556,7,Port,Picton,portmarlborough.co.nz,10.000
170.5193168,-45.87583333,7,Port,Dunedin,,10.000
54.00318021,16.94166667,7,Port,Salalah,www.salalahport.com,10.000
62.33863369,25.11222222,7,Port,Gwadar,,10.000
-82.23757362,9.34,7,Port,Bocas del Toro,www.cocatram.org.ni/puertosca/pto_bocasdeltoro_panama.html,10.000
-78.15106007,8.413611111,7,Port,La Palma,www.cocatram.org.ni/puertosca/pto_lapalma_panama.html,10.000
-78.60777385,-9.076666667,7,Port,Chimbote,www.enapu.com.pe,10.000
-71.34375736,-17.64694444,7,Port,Ilo,www.enapu.com.pe,10.000
-72.01024735,-17.03111111,7,Port,Mollendo,,10.000
-76.22196702,-13.73305556,7,Port,Pisco,,10.000
123.3081272,9.311944444,7,Port,Dumaguete,www.ppa.com.ph,10.000
125.1542403,6.086111111,7,Port,General Santos,www.ppa.com.ph,10.000
154.671967,-5.431944444,7,Port,Buka,www.pngports.com.pg,10.000
143.2065371,-9.068333333,7,Port,Daru,www.pngports.com.pg,10.000
146.9847468,-6.741111111,7,Port,Lae,www.pngports.com.pg,10.000
145.8003534,-5.213333333,7,Port,Madang,www.pngports.com.pg,10.000
18.66878681,54.39333333,7,Port,Gdansk,www.portgdansk.pl,10.000
18.53845701,54.53333333,7,Port,Gdynia,www.port.gdynia.pl,10.000
-67.15706714,18.42944444,7,Port,Aguadilla,,10.000
-66.70035336,18.48138889,7,Port,Arecibo,www.prpa.gobierno.pr,10.000
-67.15689046,18.21388889,7,Port,Mayaguez,www.prpa.gobierno.pr,10.000
-7.926030624,37.01055556,7,Port,Faro,,10.000
-151.75,-16.51666667,7,Port,Bora-Bora,www.portdepapeete.pf,10.000
28.81684335,45.19111111,7,Port,Tulcea,apdm.galati.ro,10.000
61.55918728,69.75611111,7,Port,Amderma,,10.000
177.5386337,64.74416667,7,Port,Anadyr,morport.chukotnet.ru,10.000
170.2770907,69.70166667,7,Port,Pevek,,10.000
-16.07196702,14.12944444,7,Port,Kaolack,www.portdakar.sn,10.000
-16.26808009,12.58972222,7,Port,Ziguinchor,www.portdakar.sn,10.000
15.6237338,78.22611111,7,Port,Longyearbyen,,10.000
156.8388104,-8.101388889,7,Port,Gizo,,10.000
157.7260306,-8.499722222,7,Port,Viru Harbour,,10.000
42.54110718,-0.374166667,7,Port,Kismayu,,10.000
13.52020024,59.37527778,7,Port,Karlstad,www.vanerhamn.se,10.000
13.15936396,58.50916667,7,Port,Lidkoping,www.vanerhamn.se,10.000
21.25176678,64.67833333,7,Port,Skelleftea,,10.000
20.26772674,63.81666667,7,Port,Umea,www.umeahamn.se,10.000
-72.25600707,21.76277778,7,Port,Providenciales,www.turksandcaicosislands.gov.tc,10.000
100.5696702,7.228611111,7,Port,Songkhla,www.md.go.th,10.000
27.95724382,40.35416667,7,Port,Bandirma,www.tcdd.gov.tr,10.000
36.34040047,41.29972222,7,Port,Samsun,www.tcdd.gov.tr,10.000
35.14287397,42.02333333,7,Port,Sinop,,10.000
39.73651355,41.00555556,7,Port,Trabzon,,10.000
33.54146054,44.61888889,7,Port,Sevastopol,ukrport.org.ua,10.000
-135.3223204,59.45083333,7,Port,Skagway,,10.000
-146.3570671,61.10361111,7,Port,Valdez,www.ci.valdez.ak.us/port,10.000
-84.98669022,29.7275,7,Port,Apalachicola,,10.000
-76.47426384,38.965,7,Port,Annapolis,www.portannapolis.com,10.000
-76.07108363,38.57416667,7,Port,Cambridge,www.ci.cambridge.md.us,10.000
-122.7836867,45.60583333,7,Port,Portland,www.portofportlandor.com,10.000
-122.6377503,47.5625,7,Port,Bremerton,www.portofbremerton.org,10.000
-69.10212014,44.10305556,7,Port,Rockland,www.ci.rockland.me.us,10.000
-122.0014134,36.96638889,7,Port,Santa Cruz,www.santacruzharbor.org,10.000
-76.23951708,36.7225,7,Port,Chesapeake,,10.000
-64.18775029,10.47416667,7,Port,Cumana,www.selinger.com/cumana.htm,10.000
106.6751472,20.86722222,7,Port,Hai Phong,www.haiphongport.com.vn,10.000
19.9105720604871,39.6219501403873,7,Port,Corfu,,10.000
30.1676571863461,31.33492329288,7,Port,Alexandria,,10.000
-5.82495424184161,35.7961135356943,7,Port,Tangier,,10.000
-79.85,43.25,7,Port,Hamilton,,10.000
-83.03,42.31,7,Port,Windsor,,10.000
-83.11,42.28,7,Port,Rouge River,,10.000
-80.93,44.58,7,Port,Owen Sound,,10.000
-84.35,46.51,7,Port,Sault Ste Marie,,10.000
-83.93,43.43,7,Port,Saginaw,,10.000
-84.46,45.65,7,Port,Cheboygan,,10.000
-84.35,46.5,7,Port,Sault Ste Marie,,10.000
-86.26,43.23,7,Port,Muskegon,,10.000
-87.33,41.61,7,Port,Gary,,10.000
-87.81,42.36,7,Port,Waukegan,,10.000
-88.56,47.11,7,Port,Houghton,,10.000
-132.38,56.46,7,Port,Wrangell,,10.000
-132.95,56.81,7,Port,Petersburg,,10.000
24.56,65.73,7,Port,Kemi,,10.000
21.58,63.1,7,Port,Vaasa,,10.000
22.23,60.45,7,Port,Turku,,10.000
21.01,56.51,7,Port,Liepaja,,10.000
4.11,51.95,7,Port,Europoort,,10.000
-6.36,58.18,7,Port,Stornoway Harbor,,10.000
-9.16,38.7,7,Port,Lisboa,,10.000
-6.33,36.8,7,Port,Bonanza,,10.000
1.45,38.9,7,Port,Ibiza,,10.000
39.71,47.16,7,Port,Rostov-Na-Donu,,10.000
34.76,32.06,7,Port,Tel Aviv Yafo,,10.000
10.25,36.8,7,Port,Tunis,,10.000
5.08,36.75,7,Port,Bejaia,,10.000
3.06,36.76,7,Port,Alger,,10.000
-16.51,16.01,7,Port,St Louis,,10.000
3.3,6.41,7,Port,Tin Can Island,,10.000
40.73,-15.03,7,Port,Mocambique,,10.000
42.75,13.0,7,Port,Assab,,10.000
39.46,15.61,7,Port,Massawa,,10.000
34.95,29.55,7,Port,Elat,,10.000
47.96,29.38,7,Port,Al Kuwayt,,10.000
72.83,18.83,7,Port,Bombay,,10.000
72.93,18.95,7,Port,Jawaharlal Nehru Port,,10.000
76.23,9.96,7,Port,Cochin,,10.000
80.3,13.1,7,Port,Madras,,10.000
88.31,22.55,7,Port,Calcutta,,10.000
98.4,7.83,7,Port,Phuket,,10.000
100.35,5.41,7,Port,Pulau Pinang,,10.000
98.68,3.78,7,Port,Belawan,,10.000
110.41,-6.95,7,Port,Semarang,,10.000
123.58,-10.16,7,Port,Kupang,,10.000
110.35,1.56,7,Port,Kuching,,10.000
113.96,4.38,7,Port,Miri,,10.000
116.06,5.98,7,Port,Kota Kinabalu,,10.000
118.11,5.83,7,Port,Pelabuhan Sandakan,,10.000
119.4,-5.13,7,Port,Ujungpandang,,10.000
125.61,7.06,7,Port,Davao,,10.000
118.75,32.08,7,Port,Nanjing,,10.000
114.28,30.58,7,Port,Hankow,,10.000
112.98,28.2,7,Port,Chang Sha,,10.000
135.16,48.5,7,Port,Khabarovsk,,10.000
158.65,53.05,7,Port,Petropavlovsk,,10.000
12.13545347,-15.19361111,6,Port,Namibe,www.otal.com/angola,20.000
-62.27090695,-38.79138889,6,Port,Bahia Blanca,www.puertobahiablanca.com,20.000
-57.89022379,-34.85527778,6,Port,La Plata,www.laplataport.com.ar,20.000
-68.30088339,-54.80944444,6,Port,Ushuaia,www.puertoushuaia.gov.ar,20.000
-65.03333333,-42.73611111,6,Port,Puerto Madryn,www.appm.com.ar,20.000
-170.687927,-14.27416667,6,Port,Pago Pago,americansamoa.gov,20.000
149.2237338,-21.10833333,6,Port,Mackay,www.nqbp.com.au,20.000
135.8694935,-34.71833333,6,Port,Port Lincoln,www.flindersports.com.au,20.000
138.0072438,-33.17694444,6,Port,Port Pirie,www.flindersports.com.au,20.000
117.8866902,-35.03166667,6,Port,Albany,www.albanyport.com.au,20.000
115.4709069,-20.72583333,6,Port,Barrow Island,,20.000
115.6512367,-33.31527778,6,Port,Bunbury,www.byport.com.au,20.000
145.9081272,-41.05277778,6,Port,Burnie,www.tasports.com.au,20.000
144.3873969,-38.12666667,6,Port,Geelong,www.geelongport.com.au,20.000
151.2517668,-23.83,6,Port,Gladstone,www.gpcl.com.au,20.000
151.7691402,-32.9075,6,Port,Newcastle,www.newportcorp.com.au,20.000
150.8935807,-34.4625,6,Port,Port Kembla,www.kemblaport.com.au,20.000
141.609364,-38.34916667,6,Port,Portland,www.portofportland.com.au,20.000
142.2189635,-10.58555556,6,Port,Thursday Island,www.cairnsports.com.au,20.000
146.8247939,-19.25083333,6,Port,Townsville,www.townsville-port.com.au,20.000
141.8666667,-12.67,6,Port,Weipa,www.nqbp.com.au,20.000
137.5907538,-33.03833333,6,Port,Whyalla,www.onesteel.com,20.000
128.1008834,-15.45138889,6,Port,Wyndham,,20.000
4.386160188,50.88611111,6,Port,Brussel (Bruxelles),www.portdebruxelles.irisnet.be,20.000
3.76737338,51.11444444,6,Port,Gent (Ghent),www.havengent.be,20.000
-39.02567727,-14.78027778,6,Port,Ilheus,www.codeba.com.br,20.000
-35.72232038,-9.678888889,6,Port,Maceio,www.portodemaceio.com.br,20.000
-35.2,-5.783055556,6,Port,Natal,www.codern.com.br,20.000
-52.0762073,-32.05611111,6,Port,Rio Grande,www.portoriogrande.com.br,20.000
-40.33510012,-20.32333333,6,Port,Vitoria,www.portodevitoria.com.br,20.000
-127.6888104,52.35083333,6,Port,Ocean Falls,,20.000
-53.9868669,47.29305556,6,Port,Argentia,www.argentia.ca/port.html,20.000
-65.65,47.61666667,6,Port,Bathurst,,20.000
-64.43722026,48.82444444,6,Port,Gaspe,www.tc.gc.ca/quebec/en/port/gaspe.htm,20.000
-124.8193168,49.23,6,Port,Port Alberni,www.portalberniportauthority.ca,20.000
-124.5247939,49.835,6,Port,Powell River,www.powellriver.ca,20.000
-66.38386337,50.20638889,6,Port,Sept-Iles,www.portsi.com,20.000
-60.20300353,46.14194444,6,Port,Sydney,www.portofsydney.ca,20.000
-72.53898704,46.33583333,6,Port,Trois-Rivieres (Three Rivers),www.porttr.com,20.000
-66.12090695,43.83555556,6,Port,Yarmouth,www.portofyarmouth.com,20.000
-68.50812721,48.47777778,6,Port,Rimouski,,20.000
-69.56808009,47.84666667,6,Port,Riviere-du-Loup,,20.000
-55.57709069,51.36666667,6,Port,Saint-Anthony,,20.000
-63.78704358,46.38861111,6,Port,Summerside,,20.000
-70.32196702,-18.47305556,6,Port,Arica,www.puertoarica.cl,20.000
-70.20565371,-22.08611111,6,Port,Tocopilla,,20.000
109.0705536,21.45861111,6,Port,Beihai,,20.000
113.0019435,22.5025,6,Port,Jiangmen,www.jmct.com.cn,20.000
120.8847468,27.99833333,6,Port,Wenzhou,www.wzport.com,20.000
121.388987,37.57111111,6,Port,Yantai,www.yantaiport.com.cn,20.000
113.5842167,22.23972222,6,Port,Zhuhai,www.zhuhai-port.com,20.000
-74.21702002,11.25194444,6,Port,Santa Marta,www.spsm.com.co,20.000
-77.05335689,3.883055556,6,Port,Buenaventura,www.puertobuenaventura.com,20.000
-23.50318021,14.94472222,6,Port,Praia,www.enapor.cv,20.000
-83.16666667,8.637777778,6,Port,Golfito,,20.000
-80.45371025,22.14,6,Port,Cienfuegos,,20.000
-77.13351001,20.3375,6,Port,Manzanillo,,20.000
-81.53704358,23.05138889,6,Port,Matanzas,,20.000
-75.85671378,20.00166667,6,Port,Santiago de Cuba,,20.000
7.192873969,53.34611111,6,Port,Emden,www.seaport-emden.de,20.000
9.436866902,54.80333333,6,Port,Flensburg,www.flensburg-tourismus.de,20.000
8.122143698,53.53,6,Port,Wilhelmshaven,www.wilhelmshaven-port.de,20.000
8.433863369,55.46555556,6,Port,Esbjerg,www.port-of-esbjerg.dk,20.000
10.3868669,55.4175,6,Port,Odense,www.odensehavn.dk,20.000
9.776737338,54.90694444,6,Port,Sonderborg,www.sonderborg-kommune.dk,20.000
14.68775029,55.09611111,6,Port,Ronne,www.roennehavn.dk,20.000
-71.08651355,18.21222222,6,Port,Barahona,www.apordom.gov.do,20.000
-71.654947,17.92527778,6,Port,Cabo Rojo,www.apordom.gov.do,20.000
-0.636690224,35.7125,6,Port,Oran,,20.000
-8.387926973,43.36305556,6,Port,A Coruna,www.puertocoruna.com,20.000
-2.471260306,36.83222222,6,Port,Almeria,www.apalmeriamotril.com,20.000
-5.688633687,43.55861111,6,Port,Gijon,www.puertogijon.es,20.000
-1.986866902,43.32277778,6,Port,San Sebastian,,20.000
-3.804946996,43.44222222,6,Port,Santander,www.puertosantander.es,20.000
1.220200236,41.09611111,6,Port,Tarragona,www.porttarragona.es,20.000
25.45459364,65.01583333,6,Port,Oulu,www.ouluport.com,20.000
-1.493757362,43.51972222,6,Port,Bayonne,www.bayonne.cci.fr,20.000
1.575500589,50.72361111,6,Port,Boulogne-sur-Mer,www.portboulogne.com,20.000
-4.471436985,48.38055556,6,Port,Brest,www.brest.port.fr,20.000
7.009187279,43.54805556,6,Port,Cannes,www.riviera-ports.com,20.000
-1.617550059,49.65222222,6,Port,Cherbourg,www.port-cherbourg.com,20.000
1.08598351,49.92638889,6,Port,Dieppe,,20.000
-1.601060071,48.83472222,6,Port,Granville,www.granville.cci.fr,20.000
-1.157773852,46.14666667,6,Port,La Rochelle,www.larochelle.port.fr,20.000
-3.352120141,47.73416667,6,Port,Lorient,www.lorient.port.fr,20.000
-3.834923439,48.58527778,6,Port,Morlaix,,20.000
-0.953003534,45.94916667,6,Port,Rochefort,www.rochefort.port.fr,20.000
5.904770318,43.11055556,6,Port,Toulon,,20.000
9.500883392,0.288333333,6,Port,Owendo,www.ports-gabon.com,20.000
-2.074617197,57.14222222,6,Port,Aberdeen,www.aberdeen-harbour.co.uk,20.000
-3.007243816,53.43638889,6,Port,Liverpool,www.merseydocks.co.uk,20.000
-4.154063604,50.36472222,6,Port,Plymouth,www.abports.co.uk/custinfo/ports/plym.htm,20.000
-1.1,50.8075,6,Port,Portsmouth,www.portsmouth-port.co.uk,20.000
41.65053004,41.64888889,6,Port,Batumi,www.batumiport.com,20.000
24.40194346,40.93138889,6,Port,Kavala,,20.000
26.13775029,38.37722222,6,Port,Chios,www.chiosport.gr,20.000
22.10812721,37.02277778,6,Port,Kalamata,,20.000
21.73492344,38.25444444,6,Port,Patras,www.patrasport.gr,20.000
22.93669022,39.35277778,6,Port,Volos,www.port-volos.gr,20.000
-52.11914016,70.67472222,6,Port,Uummannaq,www.ral.gl,20.000
-88.6040636,15.72833333,6,Port,Puerto Barrios,www.puertobarriosonline.com,20.000
13.83474676,44.87166667,6,Port,Pula,www.luckauprava-pula.hr,20.000
14.42232038,45.3275,6,Port,Rijeka,www.portauthority.hr,20.000
16.42550059,43.515,6,Port,Split,www.portsplit.com,20.000
114.5553004,-3.321944444,6,Port,Banjarmasin,www.pp3.co.id,20.000
107.6270907,-2.75,6,Port,Tanjung Pandan,portal.inaport2.co.id,20.000
92.72391048,11.67222222,6,Port,Port Blair,,20.000
70.22232038,23.01361111,6,Port,Kandla,www.kandlaport.com,20.000
79.82232038,11.91416667,6,Port,Pondicherry,port.pon.nic.in,20.000
-8.424440518,51.90111111,6,Port,Cork,www.portofcork.ie,20.000
-9.043757362,53.27,6,Port,Galway,www.galwayharbour.com,20.000
50.8368669,28.98472222,6,Port,Bushehr,www.pso.ir,20.000
13.49234393,43.61833333,6,Port,Ancona,www.autoritaportuale.ancona.it,20.000
16.85530035,41.13694444,6,Port,Bari,www.porto.bari.it,20.000
9.107597173,39.20416667,6,Port,Cagliari,www.porto.cagliari.it,20.000
9.517903416,40.92277778,6,Port,Olbia,www.olbiagolfoaranci.it,20.000
14.2237338,42.46777778,6,Port,Pescara,,20.000
15.64375736,38.12444444,6,Port,Reggio Calabria,,20.000
12.50388693,38.01361111,6,Port,Trapani,,20.000
140.742874,40.83138889,6,Port,Aomori,www.pref.aomori.lg.jp/kowankuko/english/minato/aomori/aomori.htm,20.000
140.7090106,41.78777778,6,Port,Hakodate,www.hakodate-port.jp,20.000
130.5687868,31.5925,6,Port,Kagoshima,www.pref.kagoshima.jp/home/kowanka/cruise-net/english/01kagoshima,20.000
133.5570671,33.52416667,6,Port,Kochi,www.pref.kochi.lg.jp,20.000
144.3522968,42.98861111,6,Port,Kushiro,www.city.kushiro.hokkaido.jp,20.000
133.2595406,33.97083333,6,Port,Niihama,,20.000
131.6760306,33.27222222,6,Port,Oita,www.pref.oita.jp/14300/faz/faz1/english/faz_en.html,20.000
130.9010601,33.93444444,6,Port,Shimonoseki,www.shimonoseki-port.com,20.000
141.6533569,42.6375,6,Port,Tomakomai,www.jptmk.com,20.000
137.2226737,36.75722222,6,Port,Toyama,,20.000
131.2377503,33.93833333,6,Port,Ube,,20.000
40.12302709,-3.213611111,6,Port,Malindi,www.kpa.co.ke,20.000
81.20388693,8.558333333,6,Port,Trincomalee,www.slpa.lk,20.000
21.13421673,55.68722222,6,Port,Klaipeda,www.portofklaipeda.lt,20.000
-9.242697291,32.3075,6,Port,Safi,www.sodep.co.ma,20.000
-116.6228504,31.85083333,6,Port,Ensenada,www.puertoensenada.com.mx,20.000
-110.8687868,27.91916667,6,Port,Guaymas,www.puertodeguaymas.com,20.000
-104.3008834,19.07055556,6,Port,Manzanillo,www.puerto-de-manzanillo.com.mx,20.000
-95.20194346,16.15722222,6,Port,Salina Cruz,www.apisal.com.mx,20.000
145.7349234,15.22583333,6,Port,Saipan,www.cpa.gov.mp,20.000
-17.0418139,20.9075,6,Port,Nouadhibou,,20.000
15.15371025,-26.63777778,6,Port,Luderitz,www.namport.com,20.000
-83.75689046,12.01194444,6,Port,Bluefields,,20.000
6.171613663,62.4725,6,Port,Alesund,www.alesund.havn.no,20.000
29.71772674,70.63416667,6,Port,Batsfjord,,20.000
14.37267373,67.28888889,6,Port,Bodo,www.bodohavn.no,20.000
23.67108363,70.66722222,6,Port,Hammerfest,,20.000
5.25565371,59.41222222,6,Port,Haugesund,www.karmsund-havn.no,20.000
30.05565371,69.72833333,6,Port,Kirkenes,,20.000
7.733333333,63.115,6,Port,Kristiansund,www.knhavn.no,20.000
14.1237338,66.315,6,Port,Mo i Rana,www.portofmoirana.no,20.000
7.157420495,62.73638889,6,Port,Molde,www.moldehavn.no,20.000
13.1868669,65.85194444,6,Port,Mosjoen,,20.000
17.41861013,68.43861111,6,Port,Narvik,www.portofnarvik.com,20.000
5.737220259,58.97888889,6,Port,Stavanger,www.stavanger-havn.no,20.000
29.73757362,70.07111111,6,Port,Vadso,,20.000
31.10388693,70.37333333,6,Port,Vardo,,20.000
174.0377503,-39.05722222,6,Port,New Plymouth,www.porttaranaki.co.nz,20.000
178.0224971,-38.6725,6,Port,Gisborne,www.eastland.co.nz,20.000
171.20053,-42.44472222,6,Port,Greymouth,www.greydc.govt.nz,20.000
176.9180801,-39.475,6,Port,Napier,www.portofnapier.co.nz,20.000
176.1740872,-37.65944444,6,Port,Tauranga,www.port-tauranga.co.nz,20.000
174.9895171,-39.94416667,6,Port,Wanganui,,20.000
171.5912839,-41.75027778,6,Port,Westport,www.westportharbour.co.nz,20.000
174.3426973,-35.75111111,6,Port,Whangarei,www.nrc.govt.nz,20.000
171.2542403,-44.38916667,6,Port,Timaru,www.primeport.co.nz,20.000
-81.2746172,-4.573055556,6,Port,Talara,www.ultramarnetwork.com/TextosPeru/Marc-014.html,20.000
123.6198469,12.36805556,6,Port,Masbate,www.ppa.com.ph,20.000
120.2747939,14.80833333,6,Port,Subic Bay,www.sbma.com,20.000
150.4510601,-10.31277778,6,Port,Alotau,www.pngports.com.pg,20.000
150.7866902,-2.584722222,6,Port,Kavieng,www.pngports.com.pg,20.000
155.626914,-6.215277778,6,Port,Kieta,www.pngports.com.pg,20.000
152.1851001,-4.241111111,6,Port,Rabaul,www.pngports.com.pg,20.000
141.2923439,-2.683611111,6,Port,Vanimo,www.pngports.com.pg,20.000
-66.61024735,17.96805556,6,Port,Ponce,www.puertodelasamericaspr.com,20.000
-8.867020024,37.94277778,6,Port,Sines,www.portodesines.pt,20.000
-28.62196702,38.53,6,Port,Horta,,20.000
40.55636042,64.5425,6,Port,Arkhangelsk,www.ascp.ru,20.000
33.04146054,68.9725,6,Port,Murmansk,,20.000
128.8728504,71.64305556,6,Port,Tiksi,,20.000
42.5352768,16.89027778,6,Port,Jizan,www.ports.gov.sa,20.000
45.0,10.44083333,6,Port,Berbera,,20.000
-57.00176678,5.951666667,6,Port,Nieuw Nickerie,,20.000
13.00159011,55.62555556,6,Port,Malmo,www.cmport.com,20.000
17.19269729,60.68444444,6,Port,Gavle,www.gavle.se,20.000
12.85,56.655,6,Port,Halmstad,www.halmstadharbour.se,20.000
12.68757362,56.03333333,6,Port,Helsingborg,www.port.helsingborg.se,20.000
17.11861013,61.72166667,6,Port,Hudiksvall,,20.000
16.36914016,56.65916667,6,Port,Kalmar,www.kalmar.se/kalmarhamn,20.000
18.72585395,63.27611111,6,Port,Ornskoldsvik,,20.000
15.3,56.17472222,6,Port,Ronneby,,20.000
17.0893404,61.30833333,6,Port,Soderhamn,www.sshab.se,20.000
16.65194346,57.75583333,6,Port,Vastervik,www.osterstroms.com,20.000
18.2746172,57.63555556,6,Port,Visby,www.visbyport.com,20.000
27.50795053,40.9675,6,Port,Tekirdag,www.akport.com.tr,20.000
39.10318021,-5.065555556,6,Port,Tanga,www.tanzaniaports.com,20.000
32.60742049,46.61861111,6,Port,Kherson,www.ukrport.org.ua,20.000
-57.84216726,-34.47166667,6,Port,Colonia,www.anp.com.uy,20.000
-145.7563604,60.55,6,Port,Cordova,www.cityofcordova.net,20.000
-131.6712603,55.34694444,6,Port,Ketchikan,www.city.ketchikan.ak.us,20.000
-68.76984688,44.79194444,6,Port,Bangor,www.bangormaine.gov/cs_inf_harbor.php,20.000
-121.3230271,37.95055556,6,Port,Stockton,www.portofstockton.com,20.000
-73.17638398,41.1725,6,Port,Bridgeport,www.portofbridgeport.com,20.000
-72.90954064,41.28638889,6,Port,New Haven,www.cityofnewhaven.com/PortAuthority,20.000
-80.10865724,26.08444444,6,Port,Port Everglades,www.broward.org/port,20.000
-81.12249706,32.11083333,6,Port,Savannah,www.gaports.com,20.000
-70.23951708,43.65333333,6,Port,Portland,www.portofportlandmaine.org,20.000
-89.08845701,30.35861111,6,Port,Gulfport,www.shipmspa.com,20.000
-70.76861013,43.0875,6,Port,Portsmouth,www.portofnh.org,20.000
-74.13722026,40.7,6,Port,Newark,www.panynj.gov,20.000
-123.8262073,46.18944444,6,Port,Astoria,www.portofastoria.com,20.000
-80.10865724,26.08444444,6,Port,Port Everglades,www.broward.org/port,20.000
-97.40459364,27.81277778,6,Port,Corpus Christi,www.portofcorpuschristi.com,20.000
-88.53722026,30.35138889,6,Port,Pascagoula,www.portofpascagoula.com,20.000
-122.4042403,47.26722222,6,Port,Tacoma,www.portoftacoma.com,20.000
-94.08421673,30.07777778,6,Port,Beaumont,www.portofbeaumont.com,20.000
-122.9007067,47.05333333,6,Port,Olympia,www.portolympia.com,20.000
-123.4351001,48.13083333,6,Port,Port Angeles,www.portofpa.com,20.000
-122.7531802,48.11444444,6,Port,Port Townsend,www.portofpt.com,20.000
-67.99305065,10.47722222,6,Port,Puerto Cabello,www.ipapc.gov.ve,20.000
49.14375736,14.52222222,6,Port,Mukalla,www.portofaden.com,20.000
27.90477032,-33.02527778,6,Port,East London,http://www.transnetnationalportsauthority.net,20.000
21.41825677,-34.37527778,6,Port,Mossel Bay,www.transnetnationalportsauthority.net,20.000
32.05618375,-28.80472222,6,Port,Richards Bay,www.transnetnationalportsauthority.net,20.000
-80.1,42.15,6,Port,Erie,,20.000
-83.86,43.6,6,Port,Bay City,,20.000
-87.88,43.03,6,Port,Milwaukee,,20.000
-124.21,43.36,6,Port,Coos Bay,,20.000
-135.33,57.05,6,Port,Sitka,,20.000
-152.4,57.78,6,Port,Kodiak,,20.000
13.56931684,-12.33694444,5,Port,Lobito,,30.000
54.37267373,24.525,5,Port,Abu Dhabi,www.portzayed.gov.ae,30.000
-67.45989399,-45.85583333,5,Port,Comodoro Rivadavia,,30.000
-57.53333333,-38.04277778,5,Port,Mar del Plata,www.consejoportuario.com.ar,30.000
145.7755006,-16.92972222,5,Port,Cairns,www.cairnsport.com.au,30.000
122.2091873,-18.0025,5,Port,Broome,www.broomeport.com,30.000
146.3675501,-41.16777778,5,Port,Devonport,www.tasports.com.au,30.000
147.3358068,-42.88027778,5,Port,Hobart,www.tasports.com.au,30.000
