country_name,country_code,series_name,series_code,2014,2015,2016,2017,2018
Cook Islands,COK,Rule of Law: Percentile Rank,RL.PER.RNK,..,..,..,..,..
Cook Islands,COK,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..
Costa Rica,CRI,Control of Corruption: Percentile Rank,CC.PER.RNK,75,75.96154,76.44231,66.82692,70.67308
Costa Rica,CRI,Government Effectiveness: Percentile Rank,GE.PER.RNK,68.75,66.82692,67.30769,62.01923,67.78846
Costa Rica,CRI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,68.26923,69.71154,67.78846,69.23077,69.23077
Costa Rica,CRI,Rule of Law: Percentile Rank,RL.PER.RNK,72.11539,69.71154,68.26923,67.78846,69.23077
Costa Rica,CRI,Voice and Accountability: Percentile Rank,VA.PER.RNK,85.22167,86.20689,84.72906,84.72906,84.72906
Cote d'Ivoire,CIV,Control of Corruption: Percentile Rank,CC.PER.RNK,42.30769,41.34615,33.17308,36.53846,36.53846
Cote d'Ivoire,CIV,Government Effectiveness: Percentile Rank,GE.PER.RNK,19.71154,25.48077,26.44231,20.67308,31.73077
Cote d'Ivoire,CIV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,30.28846,34.13462,39.90385,37.98077,46.15385
Cote d'Ivoire,CIV,Rule of Law: Percentile Rank,RL.PER.RNK,32.69231,30.76923,29.32692,29.80769,30.76923
Cote d'Ivoire,CIV,Voice and Accountability: Percentile Rank,VA.PER.RNK,31.03448,33.00492,36.4532,37.93103,37.93103
Croatia,HRV,Control of Corruption: Percentile Rank,CC.PER.RNK,62.01923,63.94231,62.5,61.05769,60.09615
Croatia,HRV,Government Effectiveness: Percentile Rank,GE.PER.RNK,73.07692,72.11539,69.71154,72.11539,69.23077
Croatia,HRV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,65.86539,65.38461,65.86539,68.75,68.26923
Croatia,HRV,Rule of Law: Percentile Rank,RL.PER.RNK,65.86539,62.5,66.34615,63.46154,62.98077
Croatia,HRV,Voice and Accountability: Percentile Rank,VA.PER.RNK,64.03941,65.51724,65.02463,64.03941,64.53202
Cuba,CUB,Control of Corruption: Percentile Rank,CC.PER.RNK,58.65385,60.09615,62.01923,64.42308,61.05769
Cuba,CUB,Government Effectiveness: Percentile Rank,GE.PER.RNK,52.88462,54.32692,50,45.67308,44.71154
Cuba,CUB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,7.692307,7.692307,6.730769,7.692307,6.25
Cuba,CUB,Rule of Law: Percentile Rank,RL.PER.RNK,29.80769,28.36539,34.61538,35.09615,35.09615
Cuba,CUB,Voice and Accountability: Percentile Rank,VA.PER.RNK,6.403941,6.403941,7.389163,7.389163,9.852217
Cyprus,CYP,Control of Corruption: Percentile Rank,CC.PER.RNK,82.21154,80.76923,77.88461,78.36539,74.03846
Cyprus,CYP,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.65385,81.25,77.88461,79.80769,77.88461
Cyprus,CYP,Regulatory Quality: Percentile Rank,RQ.PER.RNK,82.69231,80.76923,82.69231,81.25,81.25
Cyprus,CYP,Rule of Law: Percentile Rank,RL.PER.RNK,82.69231,81.73077,75.48077,79.80769,75.96154
Cyprus,CYP,Voice and Accountability: Percentile Rank,VA.PER.RNK,78.32513,80.78818,82.75862,83.25123,80.78818
Czech Republic,CZE,Control of Corruption: Percentile Rank,CC.PER.RNK,66.34615,67.30769,69.23077,70.67308,69.23077
Czech Republic,CZE,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.76923,80.76923,79.80769,81.25,78.36539
Czech Republic,CZE,Regulatory Quality: Percentile Rank,RQ.PER.RNK,80.76923,82.21154,80.76923,86.05769,87.01923
Czech Republic,CZE,Rule of Law: Percentile Rank,RL.PER.RNK,84.61539,84.13461,82.21154,83.65385,81.73077
Czech Republic,CZE,Voice and Accountability: Percentile Rank,VA.PER.RNK,78.81773,82.26601,81.28078,77.3399,78.32513
Denmark,DNK,Control of Corruption: Percentile Rank,CC.PER.RNK,99.51923,98.07692,99.03846,98.55769,98.55769
Denmark,DNK,Government Effectiveness: Percentile Rank,GE.PER.RNK,97.11539,97.59615,99.03846,95.67308,97.11539
Denmark,DNK,Regulatory Quality: Percentile Rank,RQ.PER.RNK,93.75,94.71154,92.30769,92.30769,94.23077
Denmark,DNK,Rule of Law: Percentile Rank,RL.PER.RNK,99.51923,99.51923,97.59615,97.59615,96.63461
Denmark,DNK,Voice and Accountability: Percentile Rank,VA.PER.RNK,97.04433,97.53695,99.01478,96.55173,98.02956
Djibouti,DJI,Control of Corruption: Percentile Rank,CC.PER.RNK,32.69231,28.84615,30.76923,28.84615,26.44231
Djibouti,DJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,16.34615,16.82692,16.82692,14.42308,17.30769
Djibouti,DJI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,31.73077,27.88461,25.48077,28.36539,24.51923
Djibouti,DJI,Rule of Law: Percentile Rank,RL.PER.RNK,19.23077,17.78846,16.82692,17.78846,17.30769
Djibouti,DJI,Voice and Accountability: Percentile Rank,VA.PER.RNK,8.374384,9.359606,10.83744,10.34483,11.33005
Dominica,DMA,Control of Corruption: Percentile Rank,CC.PER.RNK,71.63461,71.63461,70.67308,73.55769,70.19231
Dominica,DMA,Government Effectiveness: Percentile Rank,GE.PER.RNK,57.21154,58.17308,55.28846,42.78846,40.86538
Dominica,DMA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,62.01923,60.57692,61.53846,59.13462,57.69231
Dominica,DMA,Rule of Law: Percentile Rank,RL.PER.RNK,70.19231,74.03846,72.59615,75,74.03846
Dominica,DMA,Voice and Accountability: Percentile Rank,VA.PER.RNK,81.28078,74.38424,75.36946,75.36946,74.38424
Dominican Republic,DOM,Control of Corruption: Percentile Rank,CC.PER.RNK,23.07692,21.15385,23.07692,24.51923,24.51923
Dominican Republic,DOM,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.5,41.34615,43.26923,38.46154,39.42308
Dominican Republic,DOM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,51.92308,52.88462,53.36538,52.88462,50.48077
Dominican Republic,DOM,Rule of Law: Percentile Rank,RL.PER.RNK,39.42308,35.09615,37.01923,36.05769,38.94231
Dominican Republic,DOM,Voice and Accountability: Percentile Rank,VA.PER.RNK,54.18719,52.21675,52.70936,52.21675,51.23153
Ecuador,ECU,Control of Corruption: Percentile Rank,CC.PER.RNK,25,28.36539,27.40385,30.76923,32.69231
Ecuador,ECU,Government Effectiveness: Percentile Rank,GE.PER.RNK,35.57692,38.46154,37.5,39.90385,42.78846
Ecuador,ECU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,15.86539,11.53846,12.98077,14.42308,16.34615
Ecuador,ECU,Rule of Law: Percentile Rank,RL.PER.RNK,12.01923,13.94231,25,25.48077,28.84615
Ecuador,ECU,Voice and Accountability: Percentile Rank,VA.PER.RNK,39.90148,39.40887,38.42365,40.8867,47.29064
"Egypt, Arab Rep.",EGY,Control of Corruption: Percentile Rank,CC.PER.RNK,30.76923,30.76923,31.25,34.13462,30.76923
"Egypt, Arab Rep.",EGY,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.19231,22.11539,27.88461,29.32692,30.76923
"Egypt, Arab Rep.",EGY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,26.44231,22.11539,17.78846,17.30769,17.78846
"Egypt, Arab Rep.",EGY,Rule of Law: Percentile Rank,RL.PER.RNK,29.32692,31.25,32.69231,32.69231,37.5
"Egypt, Arab Rep.",EGY,Voice and Accountability: Percentile Rank,VA.PER.RNK,14.77833,14.77833,14.28571,13.30049,13.30049
El Salvador,SLV,Control of Corruption: Percentile Rank,CC.PER.RNK,43.26923,42.30769,33.65385,37.98077,29.80769
El Salvador,SLV,Government Effectiveness: Percentile Rank,GE.PER.RNK,54.32692,45.67308,42.30769,38.94231,36.53846
El Salvador,SLV,Regulatory Quality: Percentile Rank,RQ.PER.RNK,63.46154,59.61538,57.21154,47.59615,53.84615
El Salvador,SLV,Rule of Law: Percentile Rank,RL.PER.RNK,36.53846,31.73077,26.92308,20.19231,19.71154
El Salvador,SLV,Voice and Accountability: Percentile Rank,VA.PER.RNK,51.23153,51.72414,53.20197,51.72414,48.27586
Equatorial Guinea,GNQ,Control of Corruption: Percentile Rank,CC.PER.RNK,0,0,0,0,2.403846
Equatorial Guinea,GNQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,5.769231,7.211538,7.692307,6.730769,9.615385
Equatorial Guinea,GNQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,7.211538,5.769231,6.25,6.25,4.807693
Equatorial Guinea,GNQ,Rule of Law: Percentile Rank,RL.PER.RNK,3.846154,4.326923,5.288462,5.769231,6.730769
Equatorial Guinea,GNQ,Voice and Accountability: Percentile Rank,VA.PER.RNK,1.970443,1.970443,1.970443,1.477833,2.463054
Eritrea,ERI,Control of Corruption: Percentile Rank,CC.PER.RNK,18.75,7.692307,8.173077,10.57692,9.134615
Eritrea,ERI,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.365385,4.807693,3.365385,3.846154,2.403846
Eritrea,ERI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,0.4807692,1.442308,1.442308,1.442308,1.923077
Eritrea,ERI,Rule of Law: Percentile Rank,RL.PER.RNK,2.403846,3.846154,4.326923,5.288462,5.288462
Eritrea,ERI,Voice and Accountability: Percentile Rank,VA.PER.RNK,1.477833,0.9852217,0.4926108,0.4926108,0.4926108
Estonia,EST,Control of Corruption: Percentile Rank,CC.PER.RNK,87.98077,87.98077,88.94231,87.01923,89.90385
Estonia,EST,Government Effectiveness: Percentile Rank,GE.PER.RNK,80.28846,82.69231,82.69231,82.69231,84.61539
Estonia,EST,Regulatory Quality: Percentile Rank,RQ.PER.RNK,93.26923,93.26923,93.26923,93.26923,91.82692
Estonia,EST,Rule of Law: Percentile Rank,RL.PER.RNK,86.53846,86.53846,86.53846,86.53846,86.53846
Estonia,EST,Voice and Accountability: Percentile Rank,VA.PER.RNK,88.17734,87.19212,89.16256,89.65517,89.65517
Eswatini,SWZ,Control of Corruption: Percentile Rank,CC.PER.RNK,41.34615,43.75,37.98077,46.15385,47.11538
Eswatini,SWZ,Government Effectiveness: Percentile Rank,GE.PER.RNK,30.76923,32.21154,31.25,32.69231,25
Eswatini,SWZ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,33.65385,33.17308,29.32692,30.76923,29.80769
Eswatini,SWZ,Rule of Law: Percentile Rank,RL.PER.RNK,44.23077,44.71154,38.94231,43.75,45.19231
Eswatini,SWZ,Voice and Accountability: Percentile Rank,VA.PER.RNK,10.34483,9.852217,8.866995,9.852217,12.31527
Ethiopia,ETH,Control of Corruption: Percentile Rank,CC.PER.RNK,39.42308,40.86538,39.90385,33.17308,37.5
Ethiopia,ETH,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.46154,29.80769,28.84615,24.03846,29.32692
Ethiopia,ETH,Regulatory Quality: Percentile Rank,RQ.PER.RNK,13.46154,12.98077,11.53846,13.94231,13.94231
Ethiopia,ETH,Rule of Law: Percentile Rank,RL.PER.RNK,37.5,35.57692,33.65385,33.65385,36.53846
Ethiopia,ETH,Voice and Accountability: Percentile Rank,VA.PER.RNK,12.80788,12.80788,9.359606,9.359606,16.25616
Fiji,FJI,Control of Corruption: Percentile Rank,CC.PER.RNK,61.05769,62.01923,61.53846,65.38461,67.30769
Fiji,FJI,Government Effectiveness: Percentile Rank,GE.PER.RNK,41.34615,43.75,43.75,57.21154,62.5
Fiji,FJI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,38.94231,41.34615,39.42308,45.19231,44.71154
Fiji,FJI,Rule of Law: Percentile Rank,RL.PER.RNK,34.61538,40.38462,44.71154,45.67308,50
Fiji,FJI,Voice and Accountability: Percentile Rank,VA.PER.RNK,41.87192,48.27586,48.27586,53.20197,54.6798
Finland,FIN,Control of Corruption: Percentile Rank,CC.PER.RNK,98.55769,99.51923,99.51923,99.03846,100
Finland,FIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,99.03846,96.15385,96.15385,98.07692,99.03846
Finland,FIN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,98.55769,98.07692,96.63461,96.63461,97.11539
Finland,FIN,Rule of Law: Percentile Rank,RL.PER.RNK,100,100,99.03846,100,100
Finland,FIN,Voice and Accountability: Percentile Rank,VA.PER.RNK,97.53695,96.55173,97.04433,97.53695,98.52217
France,FRA,Control of Corruption: Percentile Rank,CC.PER.RNK,88.94231,88.94231,90.38461,87.5,87.98077
France,FRA,Government Effectiveness: Percentile Rank,GE.PER.RNK,88.94231,88.46154,90.38461,87.98077,91.82692
France,FRA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,81.73077,83.65385,83.17308,83.65385,83.65385
France,FRA,Rule of Law: Percentile Rank,RL.PER.RNK,88.46154,88.46154,88.94231,89.42308,88.94231
France,FRA,Voice and Accountability: Percentile Rank,VA.PER.RNK,89.65517,89.65517,85.22167,85.71429,88.17734
French Guiana,GUF,Control of Corruption: Percentile Rank,CC.PER.RNK,81.73077,81.73077,81.25,81.73077,81.25
French Guiana,GUF,Government Effectiveness: Percentile Rank,GE.PER.RNK,83.17308,84.13461,84.13461,88.46154,89.42308
French Guiana,GUF,Regulatory Quality: Percentile Rank,RQ.PER.RNK,90.86539,91.82692,90.86539,87.5,87.5
French Guiana,GUF,Rule of Law: Percentile Rank,RL.PER.RNK,82.21154,86.05769,87.5,86.05769,85.57692
French Guiana,GUF,Voice and Accountability: Percentile Rank,VA.PER.RNK,92.11823,91.62562,92.11823,92.61084,91.62562
Gabon,GAB,Control of Corruption: Percentile Rank,CC.PER.RNK,28.36539,26.44231,23.55769,20.19231,19.71154
Gabon,GAB,Government Effectiveness: Percentile Rank,GE.PER.RNK,26.92308,23.55769,21.15385,17.30769,18.75
Gabon,GAB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,25.96154,25,21.63461,22.59615,16.82692
Gabon,GAB,Rule of Law: Percentile Rank,RL.PER.RNK,35.09615,33.17308,31.25,26.92308,24.51923
Gabon,GAB,Voice and Accountability: Percentile Rank,VA.PER.RNK,23.64532,23.15271,22.6601,19.70443,22.16749
"Gambia, The",GMB,Control of Corruption: Percentile Rank,CC.PER.RNK,27.88461,23.07692,21.63461,29.80769,38.94231
"Gambia, The",GMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,25.48077,18.75,19.23077,26.44231,27.40385
"Gambia, The",GMB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,34.13462,33.65385,31.73077,34.13462,28.36539
"Gambia, The",GMB,Rule of Law: Percentile Rank,RL.PER.RNK,27.88461,27.40385,24.03846,34.61538,36.05769
"Gambia, The",GMB,Voice and Accountability: Percentile Rank,VA.PER.RNK,13.30049,8.866995,13.30049,29.55665,38.42365
Georgia,GEO,Control of Corruption: Percentile Rank,CC.PER.RNK,76.44231,74.51923,74.03846,77.40385,76.44231
Georgia,GEO,Government Effectiveness: Percentile Rank,GE.PER.RNK,71.63461,67.30769,70.67308,73.07692,74.03846
Georgia,GEO,Regulatory Quality: Percentile Rank,RQ.PER.RNK,79.32692,78.84615,81.73077,81.73077,83.17308
Georgia,GEO,Rule of Law: Percentile Rank,RL.PER.RNK,64.90385,64.42308,64.90385,62.98077,63.94231
Georgia,GEO,Voice and Accountability: Percentile Rank,VA.PER.RNK,57.63547,56.65025,55.66502,54.6798,56.15763
Germany,DEU,Control of Corruption: Percentile Rank,CC.PER.RNK,94.71154,93.26923,93.75,94.23077,95.19231
Germany,DEU,Government Effectiveness: Percentile Rank,GE.PER.RNK,94.71154,93.75,94.23077,94.23077,93.26923
Germany,DEU,Regulatory Quality: Percentile Rank,RQ.PER.RNK,94.23077,94.23077,96.15385,95.19231,94.71154
Germany,DEU,Rule of Law: Percentile Rank,RL.PER.RNK,93.75,93.26923,91.82692,91.34615,91.34615
Germany,DEU,Voice and Accountability: Percentile Rank,VA.PER.RNK,96.05911,95.56651,95.07389,95.56651,95.07389
Ghana,GHA,Control of Corruption: Percentile Rank,CC.PER.RNK,52.40385,52.88462,52.40385,49.03846,52.88462
Ghana,GHA,Government Effectiveness: Percentile Rank,GE.PER.RNK,43.75,46.15385,47.59615,49.03846,46.15385
Ghana,GHA,Regulatory Quality: Percentile Rank,RQ.PER.RNK,53.36538,53.84615,45.67308,49.51923,50
Ghana,GHA,Rule of Law: Percentile Rank,RL.PER.RNK,60.09615,60.57692,55.76923,59.13462,56.73077
Ghana,GHA,Voice and Accountability: Percentile Rank,VA.PER.RNK,61.57635,64.03941,67.48769,67.48769,67.98029
Greece,GRC,Control of Corruption: Percentile Rank,CC.PER.RNK,53.36538,55.28846,55.28846,52.88462,55.76923
Greece,GRC,Government Effectiveness: Percentile Rank,GE.PER.RNK,69.23077,64.42308,62.5,66.34615,65.86539
Greece,GRC,Regulatory Quality: Percentile Rank,RQ.PER.RNK,63.94231,66.82692,59.13462,62.98077,64.42308
Greece,GRC,Rule of Law: Percentile Rank,RL.PER.RNK,66.34615,63.94231,57.69231,56.73077,59.13462
Greece,GRC,Voice and Accountability: Percentile Rank,VA.PER.RNK,68.47291,70.44335,70.44335,70.93596,75.36946
Greenland,GRL,Control of Corruption: Percentile Rank,CC.PER.RNK,84.13461,84.13461,83.65385,84.13461,84.13461
Greenland,GRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,75.96154,75.96154,75.48077,76.92308,76.92308
Greenland,GRL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,89.90385,89.90385,87.98077,88.46154,89.90385
Greenland,GRL,Rule of Law: Percentile Rank,RL.PER.RNK,91.82692,92.30769,94.23077,94.71154,94.23077
Greenland,GRL,Voice and Accountability: Percentile Rank,VA.PER.RNK,92.11823,91.62562,92.11823,92.61084,91.62562
Grenada,GRD,Control of Corruption: Percentile Rank,CC.PER.RNK,62.98077,68.75,69.71154,67.30769,66.82692
Grenada,GRD,Government Effectiveness: Percentile Rank,GE.PER.RNK,49.03846,47.59615,46.15385,46.63462,43.75
Grenada,GRD,Regulatory Quality: Percentile Rank,RQ.PER.RNK,58.65385,55.28846,56.25,53.84615,40.38462
Grenada,GRD,Rule of Law: Percentile Rank,RL.PER.RNK,50.48077,61.05769,72.11539,66.34615,62.5
Grenada,GRD,Voice and Accountability: Percentile Rank,VA.PER.RNK,73.39902,72.4138,72.4138,71.92118,65.51724
Guam,GUM,Control of Corruption: Percentile Rank,CC.PER.RNK,87.01923,87.01923,87.5,86.53846,86.53846
Guam,GUM,Government Effectiveness: Percentile Rank,GE.PER.RNK,70.19231,70.19231,64.42308,65.38461,63.46154
Guam,GUM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,57.69231,58.65385,58.65385,58.17308,58.17308
Guam,GUM,Rule of Law: Percentile Rank,RL.PER.RNK,87.5,87.98077,84.61539,88.46154,87.98077
Guam,GUM,Voice and Accountability: Percentile Rank,VA.PER.RNK,..,..,..,..,..
Guatemala,GTM,Control of Corruption: Percentile Rank,CC.PER.RNK,27.40385,25,24.03846,24.03846,22.11539
Guatemala,GTM,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.55769,24.51923,30.76923,26.92308,23.55769
Guatemala,GTM,Regulatory Quality: Percentile Rank,RQ.PER.RNK,47.11538,47.11538,47.11538,41.82692,45.67308
Guatemala,GTM,Rule of Law: Percentile Rank,RL.PER.RNK,15.38461,16.34615,14.90385,12.98077,13.46154
Guatemala,GTM,Voice and Accountability: Percentile Rank,VA.PER.RNK,36.94581,35.96059,36.94581,36.94581,35.46798
Guinea,GIN,Control of Corruption: Percentile Rank,CC.PER.RNK,13.46154,14.42308,15.86539,14.42308,13.94231
Guinea,GIN,Government Effectiveness: Percentile Rank,GE.PER.RNK,10.57692,12.5,14.90385,13.94231,16.34615
Guinea,GIN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,13.94231,20.19231,19.23077,17.78846,21.63461
Guinea,GIN,Rule of Law: Percentile Rank,RL.PER.RNK,6.25,10.09615,9.134615,9.134615,9.134615
Guinea,GIN,Voice and Accountability: Percentile Rank,VA.PER.RNK,24.13793,24.13793,25.12315,25.61576,26.10837
Guinea-Bissau,GNB,Control of Corruption: Percentile Rank,CC.PER.RNK,2.884615,2.403846,2.884615,2.884615,3.365385
Guinea-Bissau,GNB,Government Effectiveness: Percentile Rank,GE.PER.RNK,3.846154,3.846154,3.846154,2.884615,7.211538
Guinea-Bissau,GNB,Regulatory Quality: Percentile Rank,RQ.PER.RNK,10.09615,9.615385,8.653846,11.05769,9.615385
Guinea-Bissau,GNB,Rule of Law: Percentile Rank,RL.PER.RNK,7.211538,6.730769,6.730769,6.730769,8.653846
Guinea-Bissau,GNB,Voice and Accountability: Percentile Rank,VA.PER.RNK,24.63054,26.60098,26.10837,24.63054,29.06404
Guyana,GUY,Control of Corruption: Percentile Rank,CC.PER.RNK,26.92308,31.25,44.23077,37.5,46.63462
Guyana,GUY,Government Effectiveness: Percentile Rank,GE.PER.RNK,44.71154,42.30769,41.82692,41.34615,41.82692
Guyana,GUY,Regulatory Quality: Percentile Rank,RQ.PER.RNK,32.21154,32.69231,36.53846,37.5,32.21154
Guyana,GUY,Rule of Law: Percentile Rank,RL.PER.RNK,31.73077,34.13462,42.78846,42.78846,41.82692
Guyana,GUY,Voice and Accountability: Percentile Rank,VA.PER.RNK,52.21675,53.20197,54.6798,55.66502,56.65025
Haiti,HTI,Control of Corruption: Percentile Rank,CC.PER.RNK,9.134615,10.09615,7.692307,10.09615,9.615385
Haiti,HTI,Government Effectiveness: Percentile Rank,GE.PER.RNK,0.9615384,0.9615384,0.9615384,0.9615384,1.442308
Haiti,HTI,Regulatory Quality: Percentile Rank,RQ.PER.RNK,12.98077,11.05769,8.173077,8.173077,8.653846
Haiti,HTI,Rule of Law: Percentile Rank,RL.PER.RNK,8.653846,9.134615,15.86539,12.5,15.86539
Haiti,HTI,Voice and Accountability: Percentile Rank,VA.PER.RNK,25.61576,25.12315,25.61576,26.10837,26.60098
Honduras,HND,Control of Corruption: Percentile Rank,CC.PER.RNK,23.55769,32.69231,29.80769,25.48077,29.32692
Honduras,HND,Government Effectiveness: Percentile Rank,GE.PER.RNK,21.15385,20.19231,23.07692,34.13462,27.88461
Honduras,HND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,37.5,38.94231,30.76923,35.09615,34.61538
Honduras,HND,Rule of Law: Percentile Rank,RL.PER.RNK,16.34615,16.82692,11.05769,14.42308,16.34615
Honduras,HND,Voice and Accountability: Percentile Rank,VA.PER.RNK,33.99015,31.52709,32.51231,32.51231,31.52709
"Hong Kong SAR, China",HKG,Control of Corruption: Percentile Rank,CC.PER.RNK,92.30769,92.78846,91.82692,92.30769,92.30769
"Hong Kong SAR, China",HKG,Government Effectiveness: Percentile Rank,GE.PER.RNK,98.07692,99.03846,97.11539,97.59615,98.07692
"Hong Kong SAR, China",HKG,Regulatory Quality: Percentile Rank,RQ.PER.RNK,99.51923,99.51923,99.51923,100,100
"Hong Kong SAR, China",HKG,Rule of Law: Percentile Rank,RL.PER.RNK,94.23077,95.19231,93.26923,93.75,95.19231
"Hong Kong SAR, China",HKG,Voice and Accountability: Percentile Rank,VA.PER.RNK,65.51724,64.53202,58.12808,60.59113,62.06897
Hungary,HUN,Control of Corruption: Percentile Rank,CC.PER.RNK,60.57692,61.53846,60.57692,59.13462,59.61538
Hungary,HUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,72.11539,70.67308,69.23077,70.19231,70.19231
Hungary,HUN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,75.48077,74.51923,71.63461,73.07692,73.07692
Hungary,HUN,Rule of Law: Percentile Rank,RL.PER.RNK,71.15385,66.34615,66.82692,70.19231,72.11539
Hungary,HUN,Voice and Accountability: Percentile Rank,VA.PER.RNK,66.00985,66.50246,59.60591,58.12808,58.62069
Iceland,ISL,Control of Corruption: Percentile Rank,CC.PER.RNK,93.75,95.67308,95.19231,93.26923,93.75
Iceland,ISL,Government Effectiveness: Percentile Rank,GE.PER.RNK,90.86539,90.86539,89.90385,91.34615,91.34615
Iceland,ISL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,87.01923,86.53846,86.53846,90.38461,90.38461
Iceland,ISL,Rule of Law: Percentile Rank,RL.PER.RNK,90.86539,90.86539,90.38461,90.86539,93.26923
Iceland,ISL,Voice and Accountability: Percentile Rank,VA.PER.RNK,93.10345,93.59606,94.58128,94.08867,94.58128
India,IND,Control of Corruption: Percentile Rank,CC.PER.RNK,41.82692,44.71154,47.59615,48.55769,49.51923
India,IND,Government Effectiveness: Percentile Rank,GE.PER.RNK,45.19231,56.25,55.76923,56.73077,63.94231
India,IND,Regulatory Quality: Percentile Rank,RQ.PER.RNK,34.61538,39.90385,41.34615,42.30769,46.63462
India,IND,Rule of Law: Percentile Rank,RL.PER.RNK,54.80769,55.76923,53.36538,52.88462,55.28846
India,IND,Voice and Accountability: Percentile Rank,VA.PER.RNK,60.09852,60.59113,61.57635,59.60591,60.09852
Indonesia,IDN,Control of Corruption: Percentile Rank,CC.PER.RNK,33.65385,39.42308,41.82692,48.07692,46.15385
Indonesia,IDN,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.84615,45.19231,52.40385,54.80769,59.13462
Indonesia,IDN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,50,46.63462,50,51.92308,50.96154
Indonesia,IDN,Rule of Law: Percentile Rank,RL.PER.RNK,42.78846,39.42308,40.38462,40.86538,42.78846
Indonesia,IDN,Voice and Accountability: Percentile Rank,VA.PER.RNK,51.72414,53.69458,51.72414,50.73891,52.21675
"Iran, Islamic Rep.",IRN,Control of Corruption: Percentile Rank,CC.PER.RNK,31.25,31.73077,26.44231,20.67308,15.86539
"Iran, Islamic Rep.",IRN,Government Effectiveness: Percentile Rank,GE.PER.RNK,37.98077,46.63462,45.19231,44.71154,37.5
"Iran, Islamic Rep.",IRN,Regulatory Quality: Percentile Rank,RQ.PER.RNK,4.807693,6.730769,9.134615,10.09615,7.692307
"Iran, Islamic Rep.",IRN,Rule of Law: Percentile Rank,RL.PER.RNK,12.5,17.30769,27.40385,26.44231,25
"Iran, Islamic Rep.",IRN,Voice and Accountability: Percentile Rank,VA.PER.RNK,5.91133,7.881773,12.31527,12.80788,12.80788
Iraq,IRQ,Control of Corruption: Percentile Rank,CC.PER.RNK,5.769231,4.807693,6.25,6.730769,7.211538
Iraq,IRQ,Government Effectiveness: Percentile Rank,GE.PER.RNK,13.94231,9.615385,9.134615,9.615385,9.134615
Iraq,IRQ,Regulatory Quality: Percentile Rank,RQ.PER.RNK,8.653846,7.211538,11.05769,9.615385,9.134615
Iraq,IRQ,Rule of Law: Percentile Rank,RL.PER.RNK,6.730769,5.769231,3.846154,4.326923,3.365385
Iraq,IRQ,Voice and Accountability: Percentile Rank,VA.PER.RNK,15.76355,17.73399,22.16749,20.68966,21.18227
Ireland,IRL,Control of Corruption: Percentile Rank,CC.PER.RNK,91.82692,92.30769,92.30769,91.34615,90.86539
Ireland,IRL,Government Effectiveness: Percentile Rank,GE.PER.RNK,91.82692,91.82692,88.46154,87.01923,89.90385
Ireland,IRL,Regulatory Quality: Percentile Rank,RQ.PER.RNK,95.19231,97.59615,94.71154,91.82692,92.78846
Ireland,IRL,Rule of Law: Percentile Rank,RL.PER.RNK,92.78846,92.78846,89.90385,88.94231,89.90385
Ireland,IRL,Voice and Accountability: Percentile Rank,VA.PER.RNK,92.61084,92.61084,92.61084,90.6404,92.11823
Israel,ISR,Control of Corruption: Percentile Rank,CC.PER.RNK,78.84615,79.32692,84.61539,79.80769,79.32692
